organization,work_area,name,latitude,longitude,depth,depth_source,watershid_id,lake_id
HAKAI,CALVERT,708 4RS,,,,,,
HAKAI,CALVERT,708 5,,,,,,
HAKAI,CALVERT,708 5-AS,,,,,,
HAKAI,CALVERT,708 5AS,,,,,,
HAKAI,CALVERT,708 6,,,,,,
HAKAI,CALVERT,708 6-AS,,,,,,
HAKAI,CALVERT,708 6AS,,,,,,
HAKAI,CALVERT,708 6S,,,,,,
HAKAI,CALVERT,708 7,,,,,,
HAKAI,CALVERT,708 7-AS,,,,,,
HAKAI,CALVERT,708 7AS,,,,,,
HAKAI,CALVERT,708 7S,,,,,,
HAKAI,CALVERT,708 8-AS,,,,,,
HAKAI,CALVERT,708 877,,,,,,
HAKAI,CALVERT,708 877 BOTTOM,51.6471790000001,-128.068105,,,708,877
HAKAI,CALVERT,708 877 INLET,51.6468942920001,-128.067564383,,land,708,877
HAKAI,CALVERT,708 877 OUTLET,51.6484979890001,-128.068128216,,land,708,877
HAKAI,CALVERT,708 877 SURFACE,51.6471790000001,-128.068105,,,708,877
HAKAI,CALVERT,708 877_BOTTOM,,,,,,
HAKAI,CALVERT,708 877_INLET,,,,,,
HAKAI,CALVERT,708 877_OUTLET,,,,,,
HAKAI,CALVERT,708 877_SURFACE,,,,,,
HAKAI,CALVERT,708 8AS,,,,,,
HAKAI,CALVERT,708 9-AS,,,,,,
HAKAI,CALVERT,708 951,,,,,,
HAKAI,CALVERT,708 951 BELOWTHERMOCLINE,,,,,708,951
HAKAI,CALVERT,708 951 BOTTOM,51.63226,-128.06519,,,708,951
HAKAI,CALVERT,708 951 INLETS,51.62342104,-128.070492,,land,708,951
HAKAI,CALVERT,708 951 INLETS2,,,,,708,951
HAKAI,CALVERT,708 951 INLETSE,51.62476902,-128.067143,,land,708,951
HAKAI,CALVERT,708 951 INLETSOUTH,,,,,708,951
HAKAI,CALVERT,708 951 INLETSOUTH2,,,,,708,951
HAKAI,CALVERT,708 951 INLETSOUTHEAST,,,,,708,951
HAKAI,CALVERT,708 951 INLETW,51.6275539900001,-128.070939,,land,708,951
HAKAI,CALVERT,708 951 INLETWEST,,,,,708,951
HAKAI,CALVERT,708 951 OUTLET,51.636419,-128.067342,,land,708,951
HAKAI,CALVERT,708 951 PHOTIC,,,,,708,951
HAKAI,CALVERT,708 951 SURFACE,51.63226,-128.06519,,,708,951
HAKAI,CALVERT,708 951 THERMO,,,,,708,951
HAKAI,CALVERT,708 951 THERMOCLINE,,,,,708,951
HAKAI,CALVERT,708 951_BOTTOM,,,,,,
HAKAI,CALVERT,708 951_INLETSOUTH,,,,,,
HAKAI,CALVERT,708 951_INLETSOUTHEAST,,,,,,
HAKAI,CALVERT,708 951_INLETWEST,,,,,,
HAKAI,CALVERT,708 951_OUTLET,,,,,,
HAKAI,CALVERT,708 951_SURFACE,,,,,,
HAKAI,CALVERT,708 9AS,,,,,,
HAKAI,CALVERT,708 A,,,,,,
HAKAI,CALVERT,708 A-AS,,,,,,
HAKAI,CALVERT,708 A-RS,,,,,,
HAKAI,CALVERT,708 A0,,,,,,
HAKAI,CALVERT,708 A1,,,,,,
HAKAI,CALVERT,708 AAS,,,,,,
HAKAI,CALVERT,708 ARS,,,,,,
HAKAI,CALVERT,708 AS,,,,,,
HAKAI,CALVERT,708 ASL,,,,,708,708
HAKAI,CALVERT,708 AUTOSAMPLE,,,,,708,708
HAKAI,CALVERT,708 AUTOSAMPLER,,,,,708,708
HAKAI,CALVERT,708 B,,,,,,
HAKAI,CALVERT,708 B-AS,,,,,,
HAKAI,CALVERT,708 B0,,,,,,
HAKAI,CALVERT,708 B1,,,,,,
HAKAI,CALVERT,708 B5,,,,,,
HAKAI,CALVERT,708 BAS,,,,,,
HAKAI,CALVERT,708 BELOWTHERMOCLINE,,,,,708,708
HAKAI,CALVERT,708 BOTTOM,,,,,708,708
HAKAI,CALVERT,708 C,,,,,,
HAKAI,CALVERT,708 C-AS,,,,,,
HAKAI,CALVERT,708 C0,,,,,,
HAKAI,CALVERT,708 C1,,,,,,
HAKAI,CALVERT,708 C5,,,,,,
HAKAI,CALVERT,708 CAS,,,,,,
HAKAI,CALVERT,708 CO210,,,,,708,708
HAKAI,CALVERT,708 CO22,,,,,708,708
HAKAI,CALVERT,708 CO23,,,,,708,708
HAKAI,CALVERT,708 CO26,,,,,708,708
HAKAI,CALVERT,708 CO29,,,,,708,708
HAKAI,CALVERT,708 CO2_1,,,,,708,708
HAKAI,CALVERT,708 CO2_10,,,,,708,708
HAKAI,CALVERT,708 CO2_2,,,,,708,708
HAKAI,CALVERT,708 CO2_3,,,,,708,708
HAKAI,CALVERT,708 CO2_4,,,,,708,708
HAKAI,CALVERT,708 CO2_5,,,,,708,708
HAKAI,CALVERT,708 CO2_6,,,,,708,708
HAKAI,CALVERT,708 CO2_7,,,,,708,708
HAKAI,CALVERT,708 CO2_8,,,,,708,708
HAKAI,CALVERT,708 CO2_9,,,,,708,708
HAKAI,CALVERT,708 D,,,,,,
HAKAI,CALVERT,708 D-AS,,,,,,
HAKAI,CALVERT,708 D0,,,,,,
HAKAI,CALVERT,708 D1,,,,,,
HAKAI,CALVERT,708 D5,,,,,,
HAKAI,CALVERT,708 DAS,,,,,,
HAKAI,CALVERT,708 E,,,,,,
HAKAI,CALVERT,708 E-AS,,,,,,
HAKAI,CALVERT,708 E0,,,,,,
HAKAI,CALVERT,708 E1,,,,,,
HAKAI,CALVERT,708 E5,,,,,,
HAKAI,CALVERT,708 EAS,,,,,,
HAKAI,CALVERT,708 F,,,,,,
HAKAI,CALVERT,708 F-AS,,,,,,
HAKAI,CALVERT,708 F0,,,,,,
HAKAI,CALVERT,708 F1,,,,,,
HAKAI,CALVERT,708 F5,,,,,,
HAKAI,CALVERT,708 FAS,,,,,,
HAKAI,CALVERT,708 G,,,,,,
HAKAI,CALVERT,708 G-AS,,,,,,
HAKAI,CALVERT,708 G0,,,,,,
HAKAI,CALVERT,708 G1,,,,,,
HAKAI,CALVERT,708 GAS,,,,,,
HAKAI,CALVERT,708 GAS25,,,,,708,708
HAKAI,CALVERT,708 GAS26,,,,,708,708
HAKAI,CALVERT,708 GAS27,,,,,708,708
HAKAI,CALVERT,708 GAS28,,,,,708,708
HAKAI,CALVERT,708 GAS29,,,,,708,708
HAKAI,CALVERT,708 GAS30,,,,,708,708
HAKAI,CALVERT,708 GAS31,,,,,708,708
HAKAI,CALVERT,708 GAS32,,,,,708,708
HAKAI,CALVERT,708 GAS33,,,,,708,708
HAKAI,CALVERT,708 GAS34,,,,,708,708
HAKAI,CALVERT,708 GAS35,,,,,708,708
HAKAI,CALVERT,708 GAS36,,,,,708,708
HAKAI,CALVERT,708 GAS37,,,,,708,708
HAKAI,CALVERT,708 GAS38,,,,,708,708
HAKAI,CALVERT,708 GAS39,,,,,708,708
HAKAI,CALVERT,708 GAS40,,,,,708,708
HAKAI,CALVERT,708 GAS41,,,,,708,708
HAKAI,CALVERT,708 GAS42,,,,,708,708
HAKAI,CALVERT,708 GAS43,,,,,708,708
HAKAI,CALVERT,708 H-AS,,,,,,
HAKAI,CALVERT,708 H1,,,,,,
HAKAI,CALVERT,708 H1 BOTTOM,,,,,,
HAKAI,CALVERT,708 H1 INLET SOUTH,,,,,,
HAKAI,CALVERT,708 H1 INLET SOUTHEAST,,,,,,
HAKAI,CALVERT,708 H1 INLET WEST,,,,,,
HAKAI,CALVERT,708 H1 OUTLET,,,,,,
HAKAI,CALVERT,708 H1 SURFACE,,,,,,
HAKAI,CALVERT,708 H1BOTTOM,,,,,708,708
HAKAI,CALVERT,708 H1INLETSOUTH,,,,,708,708
HAKAI,CALVERT,708 H1INLETSOUTHEAST,,,,,708,708
HAKAI,CALVERT,708 H1INLETWEST,,,,,708,708
HAKAI,CALVERT,708 H1OUTLET,,,,,708,708
HAKAI,CALVERT,708 H1SURFACE,,,,,708,708
HAKAI,CALVERT,708 HAS,,,,,,
HAKAI,CALVERT,708 I-AS,,,,,,
HAKAI,CALVERT,708 IAS,,,,,,
HAKAI,CALVERT,708 INLETS,51.62342104,-128.070492,,,708,708
HAKAI,CALVERT,708 INLETS2,,,,,708,708
HAKAI,CALVERT,708 INLETSE,51.62476902,-128.067143,,,708,708
HAKAI,CALVERT,708 INLETW,51.6275539900001,-128.070939,,,708,708
HAKAI,CALVERT,708 J-AS,,,,,,
HAKAI,CALVERT,708 JAS,,,,,,
HAKAI,CALVERT,708 K-AS,,,,,,
HAKAI,CALVERT,708 KAS,,,,,,
HAKAI,CALVERT,708 L-AS,,,,,,
HAKAI,CALVERT,708 LAS,,,,,,
HAKAI,CALVERT,708 M-AS,,,,,,
HAKAI,CALVERT,708 MAS,,,,,,
HAKAI,CALVERT,708 N-AS,,,,,,
HAKAI,CALVERT,708 NAS,,,,,,
HAKAI,CALVERT,708 OUTLET,51.6491990000001,-128.068516,,land,,
HAKAI,CALVERT,708 PHOTIC,,,,,708,708
HAKAI,CALVERT,708 RSL,,,,,,
HAKAI,CALVERT,708 SSN708,,,,,708,708
HAKAI,CALVERT,708 SURFACE,,,,,708,708
HAKAI,CALVERT,708 THERMO,,,,,708,708
HAKAI,CALVERT,708 THERMOCLINE,,,,,708,708
HAKAI,CALVERT,708 UPSTREAM,,,,,708,708
HAKAI,CALVERT,708 W2-BOTTOM,,,,,,
HAKAI,CALVERT,708 W2-INLET,,,,,,
HAKAI,CALVERT,708 W2-OUTLET,,,,,,
HAKAI,CALVERT,708 W2-SURFACE,,,,,,
HAKAI,CALVERT,708 W2BOTTOM,,,,,,
HAKAI,CALVERT,708 W2INLET,,,,,,
HAKAI,CALVERT,708 W2OUTLET,,,,,,
HAKAI,CALVERT,708 W2SURFACE,,,,,,
HAKAI,CALVERT,708 X-AS,,,,,,
HAKAI,CALVERT,708 XAS,,,,,,
HAKAI,CALVERT,708 Z-AS,,,,,,
HAKAI,CALVERT,708 ZAS,,,,,,
HAKAI,CALVERT,708A,,,,,,
HAKAI,CALVERT,708B,,,,,,
HAKAI,CALVERT,708D,,,,,,
HAKAI,CALVERT,708E,,,,,,
HAKAI,CALVERT,708F,,,,,,
HAKAI,CALVERT,708G,,,,,,
HAKAI,CALVERT,709 RSL,,,,,709,709
HAKAI,CALVERT,710 RSL,,,,,710,710
HAKAI,CALVERT,711 RSL,,,,,711,711
HAKAI,CALVERT,711081,,,,,,
HAKAI,CALVERT,712 OUTLET,,,,,,
HAKAI,CALVERT,712 RSL,,,,,712,712
HAKAI,CALVERT,713 RSL,,,,,713,713
HAKAI,CALVERT,714 RSL,,,,,714,714
HAKAI,CALVERT,715 RSL,,,,,715,715
HAKAI,CALVERT,716 RSL,,,,,716,716
HAKAI,CALVERT,717 RSL,,,,,717,717
HAKAI,CALVERT,717561,,,,,,
HAKAI,CALVERT,718 OUTLET,,,,,,
HAKAI,CALVERT,718 RSL,,,,,718,718
HAKAI,CALVERT,719 RSL,,,,,719,719
HAKAI,CALVERT,720 RSL,,,,,720,720
HAKAI,CALVERT,721 RSL,,,,,721,721
HAKAI,CALVERT,722 RSL,,,,,722,722
HAKAI,CALVERT,723 RSL,,,,,723,723
HAKAI,CALVERT,724 RSL,,,,,724,724
HAKAI,CALVERT,7248873,,,,,,
HAKAI,CALVERT,725 RSL,,,,,725,725
HAKAI,CALVERT,7250697,,,,,,
HAKAI,CALVERT,726 RSL,,,,,726,726
HAKAI,CALVERT,727 RSL,,,,,727,727
HAKAI,CALVERT,728 RSL,,,,,728,728
HAKAI,CALVERT,729 RSL,,,,,729,729
HAKAI,CALVERT,730 RSL,,,,,730,730
HAKAI,CALVERT,731 RSL,,,,,731,731
HAKAI,CALVERT,732 RSL,,,,,732,732
HAKAI,CALVERT,7323753,,,,,,
HAKAI,CALVERT,733 RSL,,,,,733,733
HAKAI,CALVERT,734 RSL,,,,,734,734
HAKAI,CALVERT,735 RSL,,,,,735,735
HAKAI,CALVERT,736 RSL,,,,,736,736
HAKAI,CALVERT,7455033,51.5066200000001,-127.696617,0.0,chart,,
HAKAI,CALVERT,757 OUTLET,,,,,,
HAKAI,CALVERT,775737,,,,,,
HAKAI,CALVERT,793 F5,,,,,,
HAKAI,CALVERT,79401,51.92287,-128.2808,49.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,796473,,,,,,
HAKAI,CALVERT,8,,,,,,
HAKAI,CALVERT,8054073,,,,,,
HAKAI,CALVERT,808713,51.7438700000001,-128.1013833,5.0,chart,,
HAKAI,CALVERT,8187177,,,,,,
HAKAI,CALVERT,819 1,,,,,,
HAKAI,CALVERT,819 2,,,,,,
HAKAI,CALVERT,819 3,,,,,,
HAKAI,CALVERT,819 4,,,,,,
HAKAI,CALVERT,819 4P,,,,,,
HAKAI,CALVERT,819 6,,,,,,
HAKAI,CALVERT,819 6S,,,,,,
HAKAI,CALVERT,819 7,,,,,,
HAKAI,CALVERT,819 7S,,,,,,
HAKAI,CALVERT,819 8S,,,,,,
HAKAI,CALVERT,819 A,,,,,,
HAKAI,CALVERT,819 A0,,,,,,
HAKAI,CALVERT,819 A1,,,,,,
HAKAI,CALVERT,819 B,,,,,,
HAKAI,CALVERT,819 B0,,,,,,
HAKAI,CALVERT,819 B1,,,,,,
HAKAI,CALVERT,819 B5,,,,,,
HAKAI,CALVERT,819 C,,,,,,
HAKAI,CALVERT,819 C0,,,,,,
HAKAI,CALVERT,819 C1,,,,,,
HAKAI,CALVERT,819 C5,,,,,,
HAKAI,CALVERT,819 CO2_1,,,,,819,819
HAKAI,CALVERT,819 CO2_10,,,,,819,819
HAKAI,CALVERT,819 CO2_11,,,,,819,819
HAKAI,CALVERT,819 CO2_12,,,,,819,819
HAKAI,CALVERT,819 CO2_13,,,,,819,819
HAKAI,CALVERT,819 CO2_14,,,,,819,819
HAKAI,CALVERT,819 CO2_15,,,,,819,819
HAKAI,CALVERT,819 CO2_16,,,,,819,819
HAKAI,CALVERT,819 CO2_2,,,,,819,819
HAKAI,CALVERT,819 CO2_3,,,,,819,819
HAKAI,CALVERT,819 CO2_4,,,,,819,819
HAKAI,CALVERT,819 CO2_5,,,,,819,819
HAKAI,CALVERT,819 CO2_6,,,,,819,819
HAKAI,CALVERT,819 CO2_7,,,,,819,819
HAKAI,CALVERT,819 CO2_8,,,,,819,819
HAKAI,CALVERT,819 CO2_9,,,,,819,819
HAKAI,CALVERT,819 D,,,,,,
HAKAI,CALVERT,819 D0,,,,,,
HAKAI,CALVERT,819 D1,,,,,,
HAKAI,CALVERT,819 D5,,,,,,
HAKAI,CALVERT,819 DISCHARGEUS,,,,,819,819
HAKAI,CALVERT,819 E,,,,,,
HAKAI,CALVERT,819 E0,,,,,,
HAKAI,CALVERT,819 E1,,,,,,
HAKAI,CALVERT,819 E5,,,,,,
HAKAI,CALVERT,819 ES,,,,,,
HAKAI,CALVERT,819 F,,,,,,
HAKAI,CALVERT,819 F0,,,,,,
HAKAI,CALVERT,819 F1,,,,,,
HAKAI,CALVERT,819 F5,,,,,,
HAKAI,CALVERT,819 GAS43,,,,,819,819
HAKAI,CALVERT,819 GAS44,,,,,819,819
HAKAI,CALVERT,819 GAS45,,,,,819,819
HAKAI,CALVERT,819 GAS46,,,,,819,819
HAKAI,CALVERT,819 GAS47,,,,,819,819
HAKAI,CALVERT,819 GAS48,,,,,819,819
HAKAI,CALVERT,819 GAS49,,,,,819,819
HAKAI,CALVERT,819 GAS50,,,,,819,819
HAKAI,CALVERT,819 GAS51,,,,,819,819
HAKAI,CALVERT,819 GAS52,,,,,819,819
HAKAI,CALVERT,819 GAS53,,,,,819,819
HAKAI,CALVERT,819 GAS54,,,,,819,819
HAKAI,CALVERT,819 GAS55,,,,,819,819
HAKAI,CALVERT,819 GAS56,,,,,819,819
HAKAI,CALVERT,819 GAS57,,,,,819,819
HAKAI,CALVERT,819 GAS58,,,,,819,819
HAKAI,CALVERT,819 GAS59,,,,,819,819
HAKAI,CALVERT,819 GAS60,,,,,819,819
HAKAI,CALVERT,819 GAS61,,,,,819,819
HAKAI,CALVERT,819 GAS62,,,,,819,819
HAKAI,CALVERT,819 GAS63,,,,,819,819
HAKAI,CALVERT,819 GAS64,,,,,819,819
HAKAI,CALVERT,819 GAS65,,,,,819,819
HAKAI,CALVERT,819 GAS66,,,,,819,819
HAKAI,CALVERT,819 GAS67,,,,,819,819
HAKAI,CALVERT,819 GAS68,,,,,819,819
HAKAI,CALVERT,819 GAS69,,,,,819,819
HAKAI,CALVERT,819 GAS70,,,,,819,819
HAKAI,CALVERT,819 GAS71,,,,,819,819
HAKAI,CALVERT,819 GAS72,,,,,819,819
HAKAI,CALVERT,819 GAS73,,,,,819,819
HAKAI,CALVERT,819 GAS74,,,,,819,819
HAKAI,CALVERT,819 OUTLET,51.6573750000001,-128.042222,,land,,
HAKAI,CALVERT,819 RSL,,,,,,
HAKAI,CALVERT,819 SC10,,,,,,
HAKAI,CALVERT,819 SSN819US,,,,,819,819
HAKAI,CALVERT,819 UPSTREAM,,,,,819,819
HAKAI,CALVERT,819 US,,,,,819,819
HAKAI,CALVERT,819 WTW23,,,,,,
HAKAI,CALVERT,819 WTW25,,,,,,
HAKAI,CALVERT,819 WTW26,,,,,,
HAKAI,CALVERT,819 WTW27,,,,,,
HAKAI,CALVERT,819 WTW28,,,,,,
HAKAI,CALVERT,819 WTW29,,,,,,
HAKAI,CALVERT,819 WTW30,,,,,,
HAKAI,CALVERT,819 WTW31,,,,,,
HAKAI,CALVERT,819 WTW32,,,,,,
HAKAI,CALVERT,819 WTW33,,,,,,
HAKAI,CALVERT,819 WTW34,,,,,,
HAKAI,CALVERT,819 WTW35,,,,,,
HAKAI,CALVERT,819 WTW36,,,,,,
HAKAI,CALVERT,819 WTW37,,,,,,
HAKAI,CALVERT,819 WTW38,,,,,,
HAKAI,CALVERT,819 WTW39,,,,,,
HAKAI,CALVERT,819 WTW40,,,,,,
HAKAI,CALVERT,819 WTW41,,,,,,
HAKAI,CALVERT,819 WTW42,,,,,,
HAKAI,CALVERT,8307165,,,,,,
HAKAI,CALVERT,832 OUTLET,,,,,,
HAKAI,CALVERT,842205,52.03358,-128.465867,42.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,844 1,,,,,,
HAKAI,CALVERT,844 2,,,,,,
HAKAI,CALVERT,844 2P,,,,,,
HAKAI,CALVERT,844 3,,,,,,
HAKAI,CALVERT,844 4,,,,,,
HAKAI,CALVERT,844 5,,,,,,
HAKAI,CALVERT,844 6,,,,,,
HAKAI,CALVERT,844 6S,,,,,,
HAKAI,CALVERT,844 7,,,,,,
HAKAI,CALVERT,844 7S,,,,,,
HAKAI,CALVERT,844 8S,,,,,,
HAKAI,CALVERT,844 A,,,,,,
HAKAI,CALVERT,844 AS,,,,,,
HAKAI,CALVERT,844 B,,,,,,
HAKAI,CALVERT,844 C,,,,,,
HAKAI,CALVERT,844 D,,,,,,
HAKAI,CALVERT,844 DISCHARGEUS,,,,,844,844
HAKAI,CALVERT,844 E,,,,,,
HAKAI,CALVERT,844 OUTLET,51.6581830000001,-128.002068,,land,,
HAKAI,CALVERT,844 RSL,,,,,,
HAKAI,CALVERT,844 SSN844US,,,,,844,844
HAKAI,CALVERT,844 US,,,,,844,844
HAKAI,CALVERT,844 WSN,,,,,844,844
HAKAI,CALVERT,844 WSN844,51.6613889000001,-127.9975,,land,844,844
HAKAI,CALVERT,852777,,,,,,
HAKAI,CALVERT,857 OUTLET,,,,,,
HAKAI,CALVERT,907641,,,,,,
HAKAI,CALVERT,9306921,,,,,,
HAKAI,CALVERT,94941,,,,,,
HAKAI,CALVERT,952 OUTLET,,,,,,
HAKAI,CALVERT,9789149,,,,,,
HAKAI,CALVERT,A,,,,,,
HAKAI,CALVERT,ALCOVE,51.6752000000001,-128.1162,2.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,ARM05,,,,,,
HAKAI,CALVERT,ARMS01,51.70118333,-128.0738667,1.0,chart,,
HAKAI,CALVERT,ARMS02,51.7307333300001,-128.0090833,7.0,chart,,
HAKAI,CALVERT,ARMS03,51.7339000000001,-127.9967167,5.0,chart,,
HAKAI,CALVERT,ARMS04,51.7441833300001,-128.0713667,22.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,ARMS05,51.6490833300001,-128.1511667,2.0,chart,,
HAKAI,CALVERT,ARMS06,51.6491,-128.15525,2.0,chart,,
HAKAI,CALVERT,ARMS07,51.6646166700001,-128.0945833,3.0,chart,,
HAKAI,CALVERT,ARMS08,51.66703333,-128.13995,7.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,ARMS09,51.6802500000001,-128.1261,4.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,ARMS1,,,,,,
HAKAI,CALVERT,ARMS10,51.8036333300001,-128.2541667,2.0,chart,,
HAKAI,CALVERT,ARMS11,51.81435,-128.2370167,3.0,chart,,
HAKAI,CALVERT,ARMS12,51.84151667,-128.2643333,0.0,chart,,
HAKAI,CALVERT,ARMS2,,,,,,
HAKAI,CALVERT,ARMS3,,,,,,
HAKAI,CALVERT,ARMS4,,,,,,
HAKAI,CALVERT,ARMS5,,,,,,
HAKAI,CALVERT,ARMS6,,,,,,
HAKAI,CALVERT,ARMS7,,,,,,
HAKAI,CALVERT,ARMS8,,,,,,
HAKAI,CALVERT,ARMS9,,,,,,
HAKAI,CALVERT,ATHABASKA,,,,,,
HAKAI,CALVERT,A_EBB_11,,,,,,
HAKAI,CALVERT,A_HIGH11,,,,,,
HAKAI,CALVERT,A_LOW,,,,,,
HAKAI,CALVERT,A_LOW_11,,,,,,
HAKAI,CALVERT,B,,,,,,
HAKAI,CALVERT,BBLAUNCH,,,,,,
HAKAI,CALVERT,BBLAUNCHFEB,,,,,,
HAKAI,CALVERT,BBRECOVERY,,,,,,
HAKAI,CALVERT,BIODV1,,,,,,
HAKAI,CALVERT,BR1,,,,,,
HAKAI,CALVERT,BR1A,,,,,,
HAKAI,CALVERT,BR2,,,,,,
HAKAI,CALVERT,BR3,,,,,,
HAKAI,CALVERT,BR4,,,,,,
HAKAI,CALVERT,BR5,,,,,,
HAKAI,CALVERT,BR6,,,,,,
HAKAI,CALVERT,BR7,,,,,,
HAKAI,CALVERT,BR8,,,,,,
HAKAI,CALVERT,BRK01,51.9140000000001,-127.889,143.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BRK02,51.9300000000001,-127.843,135.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BRK03,51.946,-127.8,130.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BRK04,51.955,-127.766,37.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BRK05,51.958,-127.698,210.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BUR1,51.9033000000001,-127.9467,346.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,
HAKAI,CALVERT,BUR10,52.3467000000001,-126.9517,440.0,chart,,
HAKAI,CALVERT,BUR11,52.38,-126.8333,250.0,chart,,
HAKAI,CALVERT,BUR12,52.2867000000001,-126.9667,440.0,chart,,
HAKAI,CALVERT,BUR13,52.1917,-126.9067,270.0,chart,,
HAKAI,CALVERT,BUR14,52.1233,-126.785,290.0,chart,,
HAKAI,CALVERT,BUR15,52.0533,-126.705,225.0,chart,,
HAKAI,CALVERT,BUR16,52.0033000000001,-126.6883,60.0,chart,,
HAKAI,CALVERT,BUR1A,51.9560999970001,-127.763100003,40.0,chart,,
HAKAI,CALVERT,BUR1A ,51.9560999970001,-127.763100003,40.0,chart,,
HAKAI,CALVERT,BUR1AN,51.9638944270001,-127.765562395,25.0,chart,,
HAKAI,CALVERT,BUR1AS,51.9506870550001,-127.764189011,29.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BUR2,51.9783,-127.68,239.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BUR2E,51.976008924,-127.66465513,124.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BUR2W,51.9797699050001,-127.700355454,115.0,CHS NONNA10 Bathymetry,,
HAKAI,CALVERT,BUR3,52.0617,-127.6567,340.0,chart,,
HAKAI,CALVERT,BUR4,52.1367000000001,-127.5867,425.0,chart,,
HAKAI,CALVERT,BUR5,52.2,-127.48,580.0,chart,,
HAKAI,CALVERT,BUR6,52.2383,-127.3767,580.0,chart,,
HAKAI,CALVERT,BUR7,52.275,-127.2567,570.0,chart,,
HAKAI,CALVERT,BUR8,52.33,-127.18,550.0,chart,,
HAKAI,CALVERT,BUR9,52.3217000000001,-127.0467,510.0,chart,,
HAKAI,CALVERT,B_EBB_11,,,,,,
HAKAI,CALVERT,B_LOW_11,,,,,,
HAKAI,CALVERT,C,,,,,,
HAKAI,CALVERT,CALVERT COFFEE,,,,,CALVERT,CALVERT
HAKAI,CALVERT,CALVERT TAPWATER,,,,,CALVERT,CALVERT
HAKAI,CALVERT,CALVERT_LODGE_POND,,,,,,
HAKAI,CALVERT,CAMPRIVER CAMPRIVER,,,,,CAMPRIVER,CAMPRIVER
HAKAI,CALVERT,CAS1,,,,,,
HAKAI,CALVERT,CAS2,,,,,,
HAKAI,CALVERT,CHI5,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE 7,,,,,CHOKED_PASS_EDGE,CHOKED_PASS_EDGE
HAKAI,CALVERT,CHOKED_PASS_EDGE 8,,,,,CHOKED_PASS_EDGE,CHOKED_PASS_EDGE
HAKAI,CALVERT,CHOKED_PASS_EDGE1,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE10,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE11,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE12,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE2,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE3,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE7,,,,,,
HAKAI,CALVERT,CHOKED_PASS_EDGE8,,,,,,
HAKAI,CALVERT,CHOKED_PASS_INTERIOR1,,,,,,
HAKAI,CALVERT,CHOKED_PASS_INTERIOR4,,,,,,
HAKAI,CALVERT,CHOKED_PASS_INTERIOR5,,,,,,
HAKAI,CALVERT,CHOKED_PASS_INTERIOR6,,,,,,
HAKAI,CALVERT,CHOKED_PASS_INTERIOR9,,,,,,
HAKAI,CALVERT,CHOKED_PASS_KELP2,,,,,,
HAKAI,CALVERT,CHP,,,,,,
HAKAI,CALVERT,CHPE2,,,,,,
HAKAI,CALVERT,CUMSACK CMSK,,,,,CUMSACK,CUMSACK
HAKAI,CALVERT,CUMSACK YSI14,,,,,CUMSACK,CUMSACK
HAKAI,CALVERT,CUMSACK YSI15,,,,,CUMSACK,CUMSACK
HAKAI,CALVERT,CUMSACK YSI16,,,,,CUMSACK,CUMSACK
HAKAI,CALVERT,CUMSACK YSI17,,,,,CUMSACK,CUMSACK
HAKAI,CALVERT,D,,,,,,
HAKAI,CALVERT,D101 OUTLET,,,,,,
HAKAI,CALVERT,D1018 OUTLET,,,,,,
HAKAI,CALVERT,D1022 OUTLET,,,,,,
HAKAI,CALVERT,D1058 OUTLET,,,,,,
HAKAI,CALVERT,D1065 OUTLET,,,,,,
HAKAI,CALVERT,D1077 OUTLET,,,,,,
HAKAI,CALVERT,D1083 OUTLET,,,,,,
HAKAI,CALVERT,D1137 OUTLET,,,,,,
HAKAI,CALVERT,D1139 OUTLET,,,,,,
HAKAI,CALVERT,D1157 OUTLET,,,,,,
HAKAI,CALVERT,D1171 OUTLET,,,,,,
HAKAI,CALVERT,D1188 OUTLET,,,,,,
HAKAI,CALVERT,D1203 OUTLET,,,,,,
HAKAI,CALVERT,D1228 OUTLET,,,,,,
HAKAI,CALVERT,D1230 OUTLET,,,,,,
